rollout,samples,topk,cem_steps,mean_inference_latency_ms,std_inference_latency_ms,mean_rep_l1_error,std_rep_l1_error,mean_pose_error_m,std_pose_error_m
1,10,10,5,399.86176828388125,1577.5047602103489,0.4418688405752182,0.028958798004498208,0.024815249420702457,0.01423195393092299
1,10,10,10,497.09444077685475,1.3145967324629038,0.4417924864292145,0.028994721898798443,0.025582799364812673,0.014252482507150001
1,20,10,5,479.6201469388325,1.0825364670908815,0.44115711212158204,0.028543349517536707,0.04585853850096464,0.016598735950618407
1,20,10,10,851.0579084388446,2.381045154144159,0.44100909161567686,0.02854854129000936,0.05069064134731889,0.017112134013359984
2,10,10,5,836.3431451686192,1777.043236450483,0.44568279027938845,0.02532684081056542,0.03257969707902521,0.01629619715654033
2,10,10,10,1334.7908057626337,2.1198751512225504,0.44573481822013855,0.0254321447202608,0.03324029834382236,0.017274361685323324
2,20,10,5,1303.3324557684828,2.5340076718946025,0.4444614542722702,0.0247886229739799,0.059699693839997056,0.017813370380845663
2,20,10,10,2490.199975584168,2.602456131082165,0.4442975181341171,0.02464391584377176,0.06726418622583151,0.021065820792471008
3,10,10,5,1394.1781079010107,2.3405149270449073,0.4496072183847427,0.023930764794075632,0.03905182265304029,0.018390963878826005
3,10,10,10,2659.286906705238,1.9927415846054257,0.4497272393703461,0.02376473613541919,0.03867265598662198,0.017087918349924337
3,20,10,5,2621.116050040815,2.164145952949031,0.4478713799715042,0.023151196126120183,0.07112460312247276,0.02203122560764409
3,20,10,10,5113.746997924522,3.55106399255658,0.4476557748317718,0.023065554963777424,0.08482347917370499,0.023429281918489996
